job_title,company,match_score,recommendation,salary_range,location,job_url
Senior Software Engineer — Commerce Experiences Testing Infrastructure,Netflix,79.05,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790311765193-senior-software-engineer-%E2%80%94-commerce-experiences-testing-infrastructure-warsaw-poland?domain=netflix.com&microsite=netflix.com
"Software Engineer (L5), Content & Business Products",Netflix,79.03,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000","USA - Remote, New York, New York, United States of America",https://explore.jobs.netflix.net/careers/job/790298128594-software-engineer-l5-content-business-products-usa-remote?domain=netflix.com&microsite=netflix.com
Site Reliability Engineer (L4/5) - CORE,Netflix,79.03,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","USA - Remote, Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304622101-site-reliability-engineer-l4-5-core-usa-remote?domain=netflix.com&microsite=netflix.com
Director - Ads Data Engineering,Netflix,78.98,🚀 STRONG MATCH - Highly recommended,"$610,000 - $1,870,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790299327615-director-ads-data-engineering-usa-remote?domain=netflix.com&microsite=netflix.com
"Security Engineer (L4), Identity",Netflix,78.96,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304917399-security-engineer-l4-identity-usa-remote?domain=netflix.com&microsite=netflix.com
"Senior Product Designer, Content Scheduling Enterprise XD",Netflix,78.94,🚀 STRONG MATCH - Highly recommended,"$120,000-$515,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304687114-senior-product-designer-content-scheduling-enterprise-xd-usa-remote?domain=netflix.com&microsite=netflix.com
Software Engineer - Animation & Rigging,Netflix Animation Studios,78.93,🚀 STRONG MATCH - Highly recommended,"$104,738 - $148,838","Vancouver, Canada",https://explore.jobs.netflix.net/careers/job/790301319249-software-engineer-animation-rigging-vancouver-canada?domain=netflix.com&microsite=netflix.com
Software Engineer 5 - Streaming Algorithms,Netflix,78.93,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304709246-software-engineer-5-streaming-algorithms-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Machine Learning Manager, Asset Generation DSE",Netflix,78.89,🚀 STRONG MATCH - Highly recommended,"$360,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790299926542-machine-learning-manager-asset-generation-dse-usa-remote?domain=netflix.com&microsite=netflix.com
"Engineering Manager, Asset Personalization Experience",Netflix,78.88,🚀 STRONG MATCH - Highly recommended,"$190,000 - $920,000","USA - Remote, Seattle, Washington, United States of America",https://explore.jobs.netflix.net/careers/job/790302420337-engineering-manager-asset-personalization-experience-usa-remote?domain=netflix.com&microsite=netflix.com
"Software Engineer (L4), Content & Business Products",Netflix,78.87,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790298128655-software-engineer-l4-content-business-products-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Research Scientist (L4) - Machine Learning and Inference Research, Causal ML and Econometrics",Netflix,78.87,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790312023888-research-scientist-l4-machine-learning-and-inference-research-causal-ml-and-econometrics-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Software Engineer 4 - Data Platform Poland,Netflix,78.86,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790304902589-software-engineer-4-data-platform-poland-warsaw-poland?domain=netflix.com&microsite=netflix.com
Sr. Supplier Operations Specialist,Netflix,78.85,🚀 STRONG MATCH - Highly recommended,"$50,000 - $240,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304772246-sr-supplier-operations-specialist-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Software Engineering (L4), Ads Creatives & Policy",Netflix,78.85,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304430493-software-engineering-l4-ads-creatives-policy-usa-remote?domain=netflix.com&microsite=netflix.com
"Security Software Engineer (L5), Application Security",Netflix,78.84,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304245222-security-software-engineer-l5-application-security-usa-remote?domain=netflix.com&microsite=netflix.com
Senior Security Software Engineer (L5) - Security Platforms Engineering,Netflix,78.81,🚀 STRONG MATCH - Highly recommended,,Poland - Remote,https://explore.jobs.netflix.net/careers/job/790304189069-senior-security-software-engineer-l5-security-platforms-engineering-poland-remote?domain=netflix.com&microsite=netflix.com
Software Engineer (L5) - Identity & Access Tooling,Netflix,78.79,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790303507119-software-engineer-l5-identity-access-tooling-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Software Engineer (L4/L5) - Content, Business Products and Games Engineering",Netflix,78.78,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790300319177-software-engineer-l4-l5-content-business-products-and-games-engineering-warsaw-poland?domain=netflix.com&microsite=netflix.com
Site Reliability Engineer (L4/L5) - Netflix Ads,Netflix,78.77,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304576201-site-reliability-engineer-l4-l5-netflix-ads-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Senior Product Designer, Data & Developer Platform",Netflix,78.76,🚀 STRONG MATCH - Highly recommended,"$240,000 - $520,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304768981-senior-product-designer-data-developer-platform-usa-remote?domain=netflix.com&microsite=netflix.com
"Associate, Content Programming Strategy & Operations",Netflix,78.74,🚀 STRONG MATCH - Highly recommended,"$50,000 - $240,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311813503-associate-content-programming-strategy-operations-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Gen AI ML Architect (L7) - Ads DSE,Netflix,78.73,🚀 STRONG MATCH - Highly recommended,"$610,000 - $1,870,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304849954-gen-ai-ml-architect-l7-ads-dse-usa-remote?domain=netflix.com&microsite=netflix.com
Software Engineer 5 - Data Platform Poland,Netflix,78.71,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790302168096-software-engineer-5-data-platform-poland-warsaw-poland?domain=netflix.com&microsite=netflix.com
"Software Engineer L4 - iOS, Shared Client Foundations",Netflix,78.7,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790311781126-software-engineer-l4-ios-shared-client-foundations-usa-remote?domain=netflix.com&microsite=netflix.com
"Full Stack Software Engineer (L4), Product Localization Engineering",Netflix,78.64,🚀 STRONG MATCH - Highly recommended,"$170,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790303336051-full-stack-software-engineer-l4-product-localization-engineering-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Data Lead, Production",Netflix,78.64,🚀 STRONG MATCH - Highly recommended,"$120,000 - $515,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304098915-data-lead-production-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Software Engineer (L4) - Member, Commerce & Games Engineering",Netflix,78.63,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790298020874-software-engineer-l4-member-commerce-games-engineering-usa-remote?domain=netflix.com&microsite=netflix.com
"Engineering Manager, Page Scale & Performance Team",Netflix,78.63,🚀 STRONG MATCH - Highly recommended,"$190,000 - $920,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790301196377-engineering-manager-page-scale-performance-team-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Modeling Technical Lead,Netflix Animation Studios,78.62,🚀 STRONG MATCH - Highly recommended,$140k -165k CAD,"Vancouver, Canada",https://explore.jobs.netflix.net/careers/job/790303358249-modeling-technical-lead-vancouver-canada?domain=netflix.com&microsite=netflix.com
"Associate, Global Revenue Forecast, F&S",Netflix,78.59,🚀 STRONG MATCH - Highly recommended,"$50,000 - $240,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790312139877-associate-global-revenue-forecast-f-s-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Full-Stack Engineer (L4/L5) - Customer Success Platform,Netflix,78.58,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790311776656-full-stack-engineer-l4-l5-customer-success-platform-warsaw-poland?domain=netflix.com&microsite=netflix.com
"Manager, Core Ads Metric & Insights",Netflix,78.58,🚀 STRONG MATCH - Highly recommended,"$360,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304413300-manager-core-ads-metric-insights-usa-remote?domain=netflix.com&microsite=netflix.com
Engineering Manager - TV Innovation,Netflix,78.57,🚀 STRONG MATCH - Highly recommended,"$190,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790311848798-engineering-manager-tv-innovation-usa-remote?domain=netflix.com&microsite=netflix.com
Software Engineer (L5) — Testing Tools & Infrastructure,Netflix,78.56,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790304031051-software-engineer-l5-%E2%80%94-testing-tools-infrastructure-warsaw-poland?domain=netflix.com&microsite=netflix.com
"Product Designer, Live Event Operations & Production XD",Netflix,78.56,🚀 STRONG MATCH - Highly recommended,"$120,000-$515,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304510004-product-designer-live-event-operations-production-xd-usa-remote?domain=netflix.com&microsite=netflix.com
Senior Software Engineer - Developer Automation Platform,Netflix,78.52,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311848558-senior-software-engineer-developer-automation-platform-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Site Reliability Engineer L5,Netflix,78.49,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790303082187-site-reliability-engineer-l5-warsaw-poland?domain=netflix.com&microsite=netflix.com
"Product Manager, Personalization Foundations",Netflix,78.48,🚀 STRONG MATCH - Highly recommended,"$120,000 - $515,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304496486-product-manager-personalization-foundations-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Support Solutions Engineer (L5) - Data Platform, Online DataStores",Netflix,78.46,🚀 STRONG MATCH - Highly recommended,,Poland - Remote (Warsaw),https://explore.jobs.netflix.net/careers/job/790303337549-support-solutions-engineer-l5-data-platform-online-datastores-poland-remote?domain=netflix.com&microsite=netflix.com
"Manager, Data Protection",Netflix,78.46,🚀 STRONG MATCH - Highly recommended,"$190,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790311815638-manager-data-protection-usa-remote?domain=netflix.com&microsite=netflix.com
"Software Engineer (L5), Ads Media Planning",Netflix,78.44,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303620790-software-engineer-l5-ads-media-planning-usa-remote?domain=netflix.com&microsite=netflix.com
"Security Engineer (L5), Infrastructure Security",Netflix,78.43,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303885142-security-engineer-l5-infrastructure-security-usa-remote?domain=netflix.com&microsite=netflix.com
Ads Privacy Engineer L6,Netflix,78.43,🚀 STRONG MATCH - Highly recommended,"$360,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790311907898-ads-privacy-engineer-l6--usa-remote?domain=netflix.com&microsite=netflix.com
"Staff Software Engineer L6, Tools, Member Experience Foundations",Netflix,78.41,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790304249297-staff-software-engineer-l6-tools-member-experience-foundations-warsaw-poland?domain=netflix.com&microsite=netflix.com
"Security Engineer (L5), Security Protocols Engineering",Netflix,78.41,🚀 STRONG MATCH - Highly recommended,"$190,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304258463-security-engineer-l5-security-protocols-engineering-usa-remote?domain=netflix.com&microsite=netflix.com
Application Security Engineer L4/L5,Netflix,78.39,🚀 STRONG MATCH - Highly recommended,,Poland - Remote,https://explore.jobs.netflix.net/careers/job/790304612053-application-security-engineer-l4-l5-poland-remote?domain=netflix.com&microsite=netflix.com
Software Engineer 4 - Web Discovery,Netflix,78.39,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790298190662-software-engineer-4-web-discovery-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Senior Product Designer, Enterprise XD",Netflix,78.38,🚀 STRONG MATCH - Highly recommended,"$120,000-$515,000","USA - Remote or Toronto, Ontario, Canada",https://explore.jobs.netflix.net/careers/job/790300124532-senior-product-designer-enterprise-xd-usa-remote?domain=netflix.com&microsite=netflix.com
"Manager, Enterprise Security Technology Systems",Netflix,78.37,🚀 STRONG MATCH - Highly recommended,"$100,000 - $350,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304039019-manager-enterprise-security-technology-systems-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Technical Project Manager, Innovation - Launch Operations",Netflix,78.36,🚀 STRONG MATCH - Highly recommended,"$70,000-$370,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790312254490-technical-project-manager-innovation-launch-operations-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Engineering Manager, ML UI Tooling, Machine Learning Platform",Netflix,78.33,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790304013346-engineering-manager-ml-ui-tooling-machine-learning-platform-warsaw-poland?domain=netflix.com&microsite=netflix.com
Software Engineer 5 - Mobile Productivity,Netflix,78.33,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311889268-software-engineer-5-mobile-productivity-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Security Software Engineer (L5), Authentication Engineering",Netflix,78.33,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790311903913-security-software-engineer-l5-authentication-engineering-usa-remote?domain=netflix.com&microsite=netflix.com
"Engineering Manager, Attack Emulation Team",Netflix,78.33,🚀 STRONG MATCH - Highly recommended,"$190,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790311905368-engineering-manager-attack-emulation-team-usa-remote?domain=netflix.com&microsite=netflix.com
"Associate, F&S, Products & Technology",Netflix,78.33,🚀 STRONG MATCH - Highly recommended,"$50,000 - $240,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790312047446-associate-f-s-products-technology-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Technical Research Specialist,Netflix,78.32,🚀 STRONG MATCH - Highly recommended,,"Mexico City, Mexico",https://explore.jobs.netflix.net/careers/job/790303616671-technical-research-specialist-mexico-city-mexico?domain=netflix.com&microsite=netflix.com
Full Stack Software Engineer (L5) - Delivery Engineering,Netflix,78.32,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304772545-full-stack-software-engineer-l5-delivery-engineering-usa-remote?domain=netflix.com&microsite=netflix.com
Solutions Engineer - Netflix Labs (L6),Netflix,78.31,🚀 STRONG MATCH - Highly recommended,"$230,000 - $960,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311889257-solutions-engineer-netflix-labs-l6--los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Software Engineer 5 - Partner Payments,Netflix,78.28,🚀 STRONG MATCH - Highly recommended,"$100,000 - $700,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790302666647-software-engineer-5-partner-payments-usa-remote?domain=netflix.com&microsite=netflix.com
"Manager, Finance and Strategy - Open Connect",Netflix,78.27,🚀 STRONG MATCH - Highly recommended,"$160,000 - $470,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304497660-manager-finance-and-strategy-open-connect-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Staff Product Designer, Cloud Infrastructure",Netflix,78.26,🚀 STRONG MATCH - Highly recommended,"$240,000 - $725,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303764685-staff-product-designer-cloud-infrastructure-usa-remote?domain=netflix.com&microsite=netflix.com
Software Engineer (L5) - Open Connect Platform,Netflix,78.25,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790311768378-software-engineer-l5-open-connect-platform-usa-remote?domain=netflix.com&microsite=netflix.com
"Software Engineer, Broadcast Systems, L5",Netflix,78.22,🚀 STRONG MATCH - Highly recommended,,USA - Remote,https://explore.jobs.netflix.net/careers/job/790303247927-software-engineer-broadcast-systems-l5-usa-remote?domain=netflix.com&microsite=netflix.com
Software Engineer (L5) - Open Connect Platform,Netflix,78.18,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790311905169-software-engineer-l5-open-connect-platform-usa-remote?domain=netflix.com&microsite=netflix.com
"Manager, Broadcast Engineering",Netflix,78.14,🚀 STRONG MATCH - Highly recommended,,"Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790301625597-manager-broadcast-engineering-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Support Solutions Engineer, Big Data (L5)",Netflix,78.12,🚀 STRONG MATCH - Highly recommended,,Poland - Remote (Warsaw),https://explore.jobs.netflix.net/careers/job/790303344266-support-solutions-engineer-big-data-l5--poland-remote?domain=netflix.com&microsite=netflix.com
Software Engineer (L5) — Developer Platform,Netflix,78.09,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790301977513-software-engineer-l5-%E2%80%94-developer-platform-warsaw-poland?domain=netflix.com&microsite=netflix.com
Experience Designer - Learning & People Development,Netflix,78.06,🚀 STRONG MATCH - Highly recommended,"$80,000 - $280,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790312046975-experience-designer-learning-people-development-usa-remote?domain=netflix.com&microsite=netflix.com
"Engineering Manager, Member Foundations Tools",Netflix,78.05,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790304249302-engineering-manager-member-foundations-tools-warsaw-poland?domain=netflix.com&microsite=netflix.com
Android Software Engineer 4 – Foundations Teams,Netflix,77.99,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790312031373-android-software-engineer-4-%E2%80%93-foundations-teams-usa-remote?domain=netflix.com&microsite=netflix.com
"Technical Program Manager (L6), Ads Foundations",Netflix,77.93,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304512952-technical-program-manager-l6-ads-foundations-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Security Software Engineer (L5), Cloud Infrastructure Security",Netflix,77.92,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304450320-security-software-engineer-l5-cloud-infrastructure-security-usa-remote?domain=netflix.com&microsite=netflix.com
Engineering Manager Workload Identity Engineering,Netflix,77.92,🚀 STRONG MATCH - Highly recommended,"$190,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304590040-engineering-manager-workload-identity-engineering-usa-remote?domain=netflix.com&microsite=netflix.com
"Senior Analyst, International Tax Modeling",Netflix,77.92,🚀 STRONG MATCH - Highly recommended,"$50,000-240,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790312045166-senior-analyst-international-tax-modeling-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Software Engineer (L4), Partner Test Tech",Netflix,77.88,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304037762-software-engineer-l4-partner-test-tech-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Manager, Business Development - VFXS (Visual Effects Services)",Netflix,77.87,🚀 STRONG MATCH - Highly recommended,"$160,000 - $360,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790303277601-manager-business-development-vfxs-visual-effects-services--los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Full-Stack Engineer - Finance Engineering Core,Netflix,77.85,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790303605968-full-stack-engineer-finance-engineering-core-warsaw-poland?domain=netflix.com&microsite=netflix.com
Senior Ad Ops Solutions Specialist,Netflix,77.84,🚀 STRONG MATCH - Highly recommended,,"London, United Kingdom",https://explore.jobs.netflix.net/careers/job/790311914543-senior-ad-ops-solutions-specialist-london-united-kingdom?domain=netflix.com&microsite=netflix.com
UI Engineer (L4/L5) - Content and Business Products Engineering,Netflix,77.82,🚀 STRONG MATCH - Highly recommended,,"Warsaw, Poland",https://explore.jobs.netflix.net/careers/job/790302157129-ui-engineer-l4-l5-content-and-business-products-engineering-warsaw-poland?domain=netflix.com&microsite=netflix.com
Creative Performance Strategist - UCAN,Netflix,77.81,🚀 STRONG MATCH - Highly recommended,"$70,000-$370,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304665786-creative-performance-strategist-ucan-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Senior Product Designer - Access Foundations,Netflix,77.81,🚀 STRONG MATCH - Highly recommended,"$120,000 - $515,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304687927-senior-product-designer-access-foundations-usa-remote?domain=netflix.com&microsite=netflix.com
"Engineering Manager, Ads CRM",Netflix,77.79,🚀 STRONG MATCH - Highly recommended,"$190,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303284120-engineering-manager-ads-crm-usa-remote?domain=netflix.com&microsite=netflix.com
Engineering Manager - Ads Media Planning,Netflix,77.78,🚀 STRONG MATCH - Highly recommended,"$190,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790303478853-engineering-manager-ads-media-planning-usa-remote?domain=netflix.com&microsite=netflix.com
"Manager, Ads DSE Measurement & Audience Insights",Netflix,77.78,🚀 STRONG MATCH - Highly recommended,"$360,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790311789793-manager-ads-dse-measurement-audience-insights-usa-remote?domain=netflix.com&microsite=netflix.com
"Physical Production Planner, Services",Netflix,77.77,🚀 STRONG MATCH - Highly recommended,"$100,000 - $150,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311800420-physical-production-planner-services-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Technical Program Manager – Globalization Solutions,Netflix,77.74,🚀 STRONG MATCH - Highly recommended,"$70,000 - $370,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304730812-technical-program-manager-%E2%80%93-globalization-solutions-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Senior Compositor,Netflix Animation Studios,77.74,🚀 STRONG MATCH - Highly recommended,,"Sydney, Australia",https://explore.jobs.netflix.net/careers/job/790311856806-senior-compositor-sydney-australia?domain=netflix.com&microsite=netflix.com
"Associate, FP&A",Netflix,77.73,🚀 STRONG MATCH - Highly recommended,"$50,000 - $240,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790298139007-associate-fp-a-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Engineering Manager - Growth Experiences,Netflix,77.71,🚀 STRONG MATCH - Highly recommended,"$190,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790302140016-engineering-manager-growth-experiences-usa-remote?domain=netflix.com&microsite=netflix.com
Post Engineer,Netflix Animation Studios,77.71,🚀 STRONG MATCH - Highly recommended,,"Sydney, Australia",https://explore.jobs.netflix.net/careers/job/790303243365-post-engineer-sydney-australia?domain=netflix.com&microsite=netflix.com
Technology Systems and Operations Specialist,Netflix,77.7,🚀 STRONG MATCH - Highly recommended,$100K - $700K,"Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790304242983-technology-systems-and-operations-specialist-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
Software Engineer 4 - Web & TV Player,NETFLIX,77.68,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304269381-software-engineer-4-web-tv-player-usa-remote?domain=netflix.com&microsite=netflix.com
"Technical Program Manager (L6), Ads",Netflix,77.65,🚀 STRONG MATCH - Highly recommended,"$100,000 - $720,000","Los Gatos, California, United States of America",https://explore.jobs.netflix.net/careers/job/790311778393-technical-program-manager-l6-ads-los-gatos-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Engineering Manager, Cloud Architecture Tooling and Security (CATS)",Netflix,77.65,🚀 STRONG MATCH - Highly recommended,"$190,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304170385-engineering-manager-cloud-architecture-tooling-and-security-cats--usa-remote?domain=netflix.com&microsite=netflix.com
"Engineering Manager, Ads Campaign Management",Netflix,77.64,🚀 STRONG MATCH - Highly recommended,"$190,000 - $920,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790304684435-engineering-manager-ads-campaign-management-usa-remote?domain=netflix.com&microsite=netflix.com
"Sr Manager, Product Management (Identity, Signals & Optimization) - Ads",Netflix,77.6,🚀 STRONG MATCH - Highly recommended,$340k - $975k,"New York, New York, United States of America",https://explore.jobs.netflix.net/careers/job/790311914087-sr-manager-product-management-identity-signals-optimization-ads-new-york-new-york-united-states-of-america?domain=netflix.com&microsite=netflix.com
"Senior Technical Producer, Games",Netflix,77.6,🚀 STRONG MATCH - Highly recommended,"$90,000 - $600,000",USA - Remote,https://explore.jobs.netflix.net/careers/job/790301727784-senior-technical-producer-games-usa-remote?domain=netflix.com&microsite=netflix.com
"Researcher, Product Experience (Commerce)",Netflix,77.59,🚀 STRONG MATCH - Highly recommended,"$130,000 - $470,000","Los Angeles, California, United States of America",https://explore.jobs.netflix.net/careers/job/790312266510-researcher-product-experience-commerce-los-angeles-california-united-states-of-america?domain=netflix.com&microsite=netflix.com
