job_title,company,match_score,recommendation,salary_range,location,job_url
Senior Software Engineer,Capital One,80.94,🚀 STRONG MATCH - Highly recommended,,"McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-software-engineer/1732/85165081120
Sr. Data Analyst - Enterprise Services,Capital One,80.94,🚀 STRONG MATCH - Highly recommended,"McLean, VA: $109,000 - $124,400; Richmond, VA: $99,100 - $113,100","McLean, Virginia, Plano, Texas, Richmond, Virginia",https://www.capitalonecareers.com/job/mclean/sr-data-analyst-enterprise-services/1732/84767069728
"Lead, Software Engineer, Data & AI – Capital One Software (Remote)",Capital One Software,80.92,🚀 STRONG MATCH - Highly recommended,"$175,800 - $200,700","Richmond, Virginia | Remote",https://www.capitalonecareers.com/job/richmond/lead-software-engineer-data-and-ai-capital-one-software-remote/1732/84952451488
"Lead, Software Engineer, Data & AI – Capital One Software (Remote)",Capital One,80.92,🚀 STRONG MATCH - Highly recommended,"$175,800 - $200,700","Richmond, Virginia | Remote",https://www.capitalonecareers.com/job/richmond/lead-software-engineer-data-and-ai-capital-one-software-remote/1732/86468805328
"Senior Manager, Data Engineering",Capital One,80.9,🚀 STRONG MATCH - Highly recommended,"$225,400 - $257,200 (for McLean, VA location)","Chicago, Illinois",https://www.capitalonecareers.com/job/chicago/senior-manager-data-engineering/1732/84767056800
"Lead AI Engineer (AI Foundations, LLM Core)",Capital One,80.89,🚀 STRONG MATCH - Highly recommended,"$211,000 - $240,800","San Jose, California",https://www.capitalonecareers.com/job/san-jose/lead-ai-engineer-ai-foundations-llm-core/1732/85921902992
Senior Software Engineer,Capital One,80.89,🚀 STRONG MATCH - Highly recommended,,"McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-software-engineer/1732/86245405392
Senior Lead AI Engineer (LLM Customization and Finetuning),Capital One,80.87,🚀 STRONG MATCH - Highly recommended,"$225,400 - $257,200 (for Cambridge, MA)","Cambridge, Massachusetts",https://www.capitalonecareers.com/job/cambridge/senior-lead-ai-engineer-llm-customization-and-finetuning/1732/85173242928
"Senior Manager, Data Engineering",Capital One,80.87,🚀 STRONG MATCH - Highly recommended,,"Chicago, Illinois",https://www.capitalonecareers.com/job/chicago/senior-manager-data-engineering/1732/86564255584
"Principal Software Engineer, Data & AI – Capital One Software (Remote)",Capital One Software,80.87,🚀 STRONG MATCH - Highly recommended,"$144,200 - $164,600","Richmond, Virginia | Remote",https://www.capitalonecareers.com/job/richmond/principal-software-engineer-data-and-ai-capital-one-software-remote/1732/86070871920
"Senior Lead Software Engineer, Back End (Enterprise Platforms Technology)",Capital One,80.86,🚀 STRONG MATCH - Highly recommended,,"McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-lead-software-engineer-back-end-enterprise-platforms-technology/1732/84767070992
"Senior Manager, Data Engineering",Capital One,80.85,🚀 STRONG MATCH - Highly recommended,"$204,900 - $233,800","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-manager-data-engineering/1732/84918563056
Lead Data Engineer (Enterprise Platforms Technology),Capital One,80.8,🚀 STRONG MATCH - Highly recommended,"$175,800 - $200,700 (for Richmond, VA)","McLean, Virginia; Richmond, Virginia",https://www.capitalonecareers.com/job/mclean/lead-data-engineer-enterprise-platforms-technology/1732/85060074528
"Senior Manager, Quantitative Analysis - Model Risk",Capital One,80.77,🚀 STRONG MATCH - Highly recommended,,"McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-manager-quantitative-analysis-model-risk/1732/84767049728
Sr. Distinguished Engineer - Auto Finance,Capital One,80.76,🚀 STRONG MATCH - Highly recommended,"$280,600 - $320,200","Plano, Texas | McLean, Virginia",https://www.capitalonecareers.com/job/plano/sr-distinguished-engineer-auto-finance/1732/85822944464
"Senior Manager, Data Engineer (AWS)",Capital One,80.74,🚀 STRONG MATCH - Highly recommended,"$204,900 - $233,800","Chicago, Illinois, Richmond, Virginia, McLean, Virginia, Plano, Texas",https://www.capitalonecareers.com/job/chicago/senior-manager-data-engineer-aws/1732/84767037344
Senior Data Analyst - Finance,Capital One,80.73,🚀 STRONG MATCH - Highly recommended,"$99,100 - $113,100","Richmond, Virginia",https://www.capitalonecareers.com/job/richmond/senior-data-analyst-finance/1732/86208103232
"Lead AI Engineer (FM Hosting, LLM Inference)",Capital One,80.73,🚀 STRONG MATCH - Highly recommended,"$211,000 - $240,800 (for New York, NY)","New York, New York",https://www.capitalonecareers.com/job/new-york/lead-ai-engineer-fm-hosting-llm-inference/1732/86216418272
"Director, Data Scientist - Apollo/Card Data",Capital One,80.73,🚀 STRONG MATCH - Highly recommended,"$287,800 - $328,500 (for New York, NY)","McLean, Virginia | New York, New York",https://www.capitalonecareers.com/job/mclean/director-data-scientist-apollo-card-data/1732/84767010448
Principal Data Analyst - Credit Risk and Innovation,Capital One,80.72,🚀 STRONG MATCH - Highly recommended,"$115,900 - $132,200","McLean, Virginia, Riverwoods, Illinois, Richmond, Virginia, Chicago, Illinois",https://www.capitalonecareers.com/job/mclean/principal-data-analyst-credit-risk-and-innovation/1732/85750039744
"Sr Lead Software Engineer, Back End/SRE - Shopping (Remote-Eligible)",Capital One,80.72,🚀 STRONG MATCH - Highly recommended,"$225,400 - $257,200","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/sr-lead-software-engineer-back-end-sre-shopping-remote-eligible/1732/86487265312
Senior Data Analyst -Human Resources,Capital One,80.71,🚀 STRONG MATCH - Highly recommended,"$99,100 - $113,100","Richmond, Virginia",https://www.capitalonecareers.com/job/richmond/senior-data-analyst-human-resources/1732/86478782112
"Lead Software Engineer, Back End (Python, AWS)",Capital One,80.7,🚀 STRONG MATCH - Highly recommended,"$175,800 - $200,700","Richmond, Virginia",https://www.capitalonecareers.com/job/richmond/lead-software-engineer-back-end-python-aws/1732/86594376720
Distinguished Engineer - Machine Learning Engineering,Capital One,80.68,🚀 STRONG MATCH - Highly recommended,,"Bengaluru, India",https://www.capitalonecareers.com/job/bengaluru/distinguished-engineer-machine-learning-engineering/1732/85667933024
Distinguished Data Engineer - Capital One Software (Remote),Capital One,80.65,🚀 STRONG MATCH - Highly recommended,"$239,900 - $273,800","Richmond, Virginia (Remote)",https://www.capitalonecareers.com/job/richmond/distinguished-data-engineer-capital-one-software-remote/1732/84767050560
Principal Data Analyst - Finance,Capital One,80.65,🚀 STRONG MATCH - Highly recommended,"$115,900 - $132,200","Richmond, Virginia",https://www.capitalonecareers.com/job/richmond/principal-data-analyst-finance/1732/86179444656
Sr. Distinguished Engineer,Capital One,80.64,🚀 STRONG MATCH - Highly recommended,,"Bengaluru, India",https://www.capitalonecareers.com/job/bengaluru/sr-distinguished-engineer/1732/84767050352
"Senior Manager, Data Engineering",Capital One,80.63,🚀 STRONG MATCH - Highly recommended,"$204,900 - $233,800 (for Richmond, VA)","McLean, Virginia / Richmond, Virginia",https://www.capitalonecareers.com/job/mclean/senior-manager-data-engineering/1732/84768131696
Senior Lead AI Engineer (Gen AI Platform Services),Capital One,80.62,🚀 STRONG MATCH - Highly recommended,"$245,900 - $280,600","San Jose, California",https://www.capitalonecareers.com/job/san-jose/senior-lead-ai-engineer-gen-ai-platform-services/1732/85173243408
"Senior Software Engineer, Backend",Capital One,80.62,🚀 STRONG MATCH - Highly recommended,"$158,600 - $181,000 (for McLean, VA)","Riverwoods, Illinois | McLean, Virginia",https://www.capitalonecareers.com/job/riverwoods/senior-software-engineer-backend/1732/85563042128
Principal Data Analyst,Capital One,80.61,🚀 STRONG MATCH - Highly recommended,"$127,500 - $145,500","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/principal-data-analyst/1732/84767064432
"Lead Data Engineer (Python, SQL, AWS) - FS Data",Capital One,80.61,🚀 STRONG MATCH - Highly recommended,,"Plano, Texas",https://www.capitalonecareers.com/job/plano/lead-data-engineer-python-sql-aws-fs-data/1732/86291846384
"Senior AI Engineer (Gen AI Platform Services, Agentic Systems)",Capital One,80.6,🚀 STRONG MATCH - Highly recommended,"$158,600 - $197,400","San Jose, California, San Francisco, California, New York, New York, Cambridge, Massachusetts, McLean, Virginia",https://www.capitalonecareers.com/job/san-jose/senior-ai-engineer-gen-ai-platform-services-agentic-systems/1732/85741011696
"Senior Lead Software Engineer, Full Stack",Capital One,80.59,🚀 STRONG MATCH - Highly recommended,"$204,900 - $233,800","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-lead-software-engineer-full-stack/1732/86329395056
"Principal Associate, Quantitative Analysis - Investment Portfolio Team",Capital One,80.58,🚀 STRONG MATCH - Highly recommended,,"McLean, Virginia",https://www.capitalonecareers.com/job/mclean/principal-associate-quantitative-analysis-investment-portfolio-team/1732/86329394880
"Principal Associate, Data Science",Capital One,80.57,🚀 STRONG MATCH - Highly recommended,,"Bengaluru, India",https://www.capitalonecareers.com/job/bengaluru/principal-associate-data-science/1732/85940178016
Senior Data Analyst,Capital One,80.57,🚀 STRONG MATCH - Highly recommended,"$99,100 - $113,100 (Richmond, VA); $109,000 - $124,400 (McLean, VA)","Richmond, Virginia, Plano, Texas, McLean, Virginia",https://www.capitalonecareers.com/job/richmond/senior-data-analyst/1732/84752151408
"Manager, Data Science - AI Foundations",Capital One,80.55,🚀 STRONG MATCH - Highly recommended,"$211,000 - $240,800","New York, New York",https://www.capitalonecareers.com/job/new-york/manager-data-science-ai-foundations/1732/84767050256
"Lead AI Engineer (Gen AI Platform Services, Python, Kubernetes)",Capital One,80.54,🚀 STRONG MATCH - Highly recommended,"$193,400 - $240,800","San Jose, California, San Francisco, California, New York, New York, Cambridge, Massachusetts, McLean, Virginia",https://www.capitalonecareers.com/job/san-jose/lead-ai-engineer-gen-ai-platform-services-python-kubernetes/1732/85768675856
"Senior Manager, Data Analysis - Capital One Software (Remote)",Capital One,80.53,🚀 STRONG MATCH - Highly recommended,"McLean, VA: $193,000 - $220,300; Richmond, VA: $175,500 - $200,300","Richmond, Virginia | McLean, Virginia | Remote",https://www.capitalonecareers.com/job/richmond/senior-manager-data-analysis-capital-one-software-remote/1732/86468805216
"Sr. Manager, Data Analysis",Capital One Philippines Service Corp. (COPSSC),80.53,🚀 STRONG MATCH - Highly recommended,,"Muntinlupa City, National Capital Region (Manila), Philippines",https://www.capitalonecareers.com/job/city-of-muntinglupa/sr-manager-data-analysis/1732/81746455776
Principal Quantitative Modeler,Capital One,80.52,🚀 STRONG MATCH - Highly recommended,"$144,200 - $164,600 (for Riverwoods, IL; actual salary varies by location)","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/principal-quantitative-modeler/1732/84767072448
"Principal Associate, DevOps Engineer",Capital One,80.51,🚀 STRONG MATCH - Highly recommended,,"Bengaluru, India",https://www.capitalonecareers.com/job/bengaluru/principal-associate-devops-engineer/1732/85226568512
"Senior Manager, Data Engineer",Capital One,80.5,🚀 STRONG MATCH - Highly recommended,,"Chicago, Illinois",https://www.capitalonecareers.com/job/chicago/senior-manager-data-engineer/1732/85950109280
"Senior Software Engineer, Back End (Python, AWS)",Capital One,80.5,🚀 STRONG MATCH - Highly recommended,"$158,600 - $181,000 (for McLean, VA)","Chicago, Illinois / McLean, Virginia",https://www.capitalonecareers.com/job/chicago/senior-software-engineer-back-end-python-aws/1732/85972937136
"Senior Manager, Data Science - Model Audit",Capital One,80.5,🚀 STRONG MATCH - Highly recommended,"$225,400 - $257,200","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-manager-data-science/1732/82508006784
Senior Lead Software Engineer,Capital One,80.49,🚀 STRONG MATCH - Highly recommended,"$204,900 - $233,800 (for Richmond, VA location)","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-lead-software-engineer/1732/84767016656
"Lead Software Engineer, Back End",Capital One,80.49,🚀 STRONG MATCH - Highly recommended,"$175,800 - $240,800 (varies by location)","Plano, Texas, Richmond, Virginia, New York, New York, McLean, Virginia, San Francisco, California",https://www.capitalonecareers.com/job/plano/lead-software-engineer-back-end/1732/85564140832
Sr. Analyst - Capital Markets and Analytics,Capital One,80.48,🚀 STRONG MATCH - Highly recommended,,"McLean, Virginia",https://www.capitalonecareers.com/job/mclean/sr-analyst-capital-markets-and-analytics/1732/86477249056
"Senior Software Engineer, Backend",Capital One,80.48,🚀 STRONG MATCH - Highly recommended,"$158,600 - $181,000 (for McLean, VA location)","Riverwoods, Illinois",https://www.capitalonecareers.com/job/riverwoods/senior-software-engineer-backend/1732/85563042000
"Senior Manager, Data Engineering (People Leader)",Capital One,80.48,🚀 STRONG MATCH - Highly recommended,,"Richmond, Virginia",https://www.capitalonecareers.com/job/richmond/senior-manager-data-engineering-people-leader/1732/85987375296
"Sr. Analyst, Data Analysis",Capital One,80.48,🚀 STRONG MATCH - Highly recommended,,"City of Muntinglupa, Philippines",https://www.capitalonecareers.com/job/city-of-muntinglupa/sr-analyst-data-analysis/1732/81537009200
"Senior Software Engineer, Back End (Python, SQL, AWS)",Capital One,80.48,🚀 STRONG MATCH - Highly recommended,"$144,200 - $164,600","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-software-engineer-back-end-python-sql-aws/1732/85563041920
"Senior Manager, Data Engineering",Capital One,80.48,🚀 STRONG MATCH - Highly recommended,,"Chicago, Illinois",https://www.capitalonecareers.com/job/chicago/senior-manager-data-engineering/1732/86321026752
"Senior Software Engineer (AWS, Python)",Capital One,80.48,🚀 STRONG MATCH - Highly recommended,"$144,200 - $164,600 (for Plano, TX and Richmond, VA)","McLean, Virginia, Plano, Texas, Richmond, Virginia",https://www.capitalonecareers.com/job/mclean/senior-software-engineer-aws-python/1732/85412638112
Applied Researcher I,Capital One,80.47,🚀 STRONG MATCH - Highly recommended,"$234,000 - $267,000","New York, New York",https://www.capitalonecareers.com/job/new-york/applied-researcher-1/1732/86245405344
"Lead Software Engineer, Full Stack",Capital One,80.46,🚀 STRONG MATCH - Highly recommended,,"McLean, Virginia",https://www.capitalonecareers.com/job/mclean/lead-software-engineer-full-stack/1732/85324621424
"Senior Software Engineer, Back End (Bank Tech)",Capital One,80.44,🚀 STRONG MATCH - Highly recommended,,"Richmond, Virginia",https://www.capitalonecareers.com/job/richmond/senior-software-engineer-back-end-bank-tech/1732/86033033152
"Senior Lead Software Engineer, Full Stack - Card Tech",Capital One,80.43,🚀 STRONG MATCH - Highly recommended,,"McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-lead-software-engineer-full-stack-card-tech/1732/85768675648
"Lead Software Engineer, Full Stack (Python, Java, AWS)",Capital One,80.42,🚀 STRONG MATCH - Highly recommended,"$193,400 - $220,700 (McLean, VA); $175,800 - $200,700 (Richmond, VA)","Chicago, Illinois; Richmond, Virginia; McLean, Virginia",https://www.capitalonecareers.com/job/chicago/lead-software-engineer-full-stack-python-java-aws/1732/86254365280
"Lead Software Engineer (Python, AWS, TypeScript)",Capital One,80.42,🚀 STRONG MATCH - Highly recommended,,"McLean, Virginia",https://www.capitalonecareers.com/job/mclean/lead-software-engineer-python-aws-typescript/1732/85741011552
"Senior Software Engineer, Back End",Capital One,80.42,🚀 STRONG MATCH - Highly recommended,"$144,200 - $164,600 (Richmond, VA rate mentioned)","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-software-engineer-back-end/1732/85307146704
"Current PhD, Applied Research Internship Program - Summer 2026",Capital One,80.42,🚀 STRONG MATCH - Highly recommended,"$191,000 - $209,000 (annualized minimum/maximum for interns in specified locations)","New York, New York, San Jose, California, Cambridge, Massachusetts, McLean, Virginia",https://www.capitalonecareers.com/job/new-york/current-phd-applied-research-internship-program-summer-2026/31238/84906606144
Principal Quantitative Analyst - CMA Predictive Analytics,Capital One,80.4,🚀 STRONG MATCH - Highly recommended,,"McLean, Virginia",https://www.capitalonecareers.com/job/mclean/principal-quantitative-analyst-cma-predictive-analytics/1732/86080067648
"Senior Manager, Data Engineering",Capital One,80.39,🚀 STRONG MATCH - Highly recommended,"$245,900 - $280,600","Chicago, Illinois, New York, New York",https://www.capitalonecareers.com/job/chicago/senior-manager-data-engineering/1732/85316544432
Senior Distinguished Engineer - Card Tech (Remote-Eligible),Capital One,80.39,🚀 STRONG MATCH - Highly recommended,"$280,600 - $320,200 (Chicago, IL); $308,700 - $352,300 (McLean, VA)","McLean, Virginia | Chicago, Illinois | Remote",https://www.capitalonecareers.com/job/mclean/senior-distinguished-engineer-card-tech-remote-eligible/1732/86070872144
Senior Lead Software Engineer,Capital One,80.39,🚀 STRONG MATCH - Highly recommended,,"Plano, Texas",https://www.capitalonecareers.com/job/plano/senior-lead-software-engineer/1732/84767071952
"Senior Software Engineer (Java, Python)",Capital One,80.39,🚀 STRONG MATCH - Highly recommended,"$144,200 - $164,600","Richmond, Virginia | McLean, Virginia",https://www.capitalonecareers.com/job/richmond/senior-software-engineer-java-python/1732/85913558272
"Senior Software Engineer, Splunk",Capital One,80.39,🚀 STRONG MATCH - Highly recommended,"$158,600 - $181,000 (for McLean, VA)","Riverwoods, Illinois / McLean, Virginia",https://www.capitalonecareers.com/job/riverwoods/senior-software-engineer-splunk/1732/86033033248
Current PhD - Data Science Internship - Summer 2026,Capital One,80.38,🚀 STRONG MATCH - Highly recommended,"$158,000 - $190,000 (varies by location)","McLean, Virginia, New York, New York, San Francisco, California, Chicago, Illinois, San Jose, California, Richmond, Virginia, Cambridge, Massachusetts, Plano, Texas",https://www.capitalonecareers.com/job/mclean/current-phd-data-science-internship-summer-2026/31238/84906606224
"Senior Director, Data Engineering",Capital One,80.37,🚀 STRONG MATCH - Highly recommended,,"Bengaluru, India",https://www.capitalonecareers.com/job/bengaluru/senior-director-data-engineering/1732/85385673200
"Senior Lead Software Engineer, Full Stack (Python, AWS)",Capital One,80.36,🚀 STRONG MATCH - Highly recommended,"$204,900 - $233,800 for Sr. Lead Software Engineer (Richmond, VA)","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-lead-software-engineer-full-stack-python-aws/1732/86543441440
"Senior Software Engineer, Backend (Servicing Tech)",Capital One,80.36,🚀 STRONG MATCH - Highly recommended,,"Plano, Texas",https://www.capitalonecareers.com/job/plano/senior-software-engineer-backend-servicing-tech/1732/86010511248
"Lead Software Engineer, Full Stack",Capital One,80.36,🚀 STRONG MATCH - Highly recommended,"$175,800 - $200,700 (for Plano, TX and Richmond, VA)","McLean, Virginia; Plano, Texas; Richmond, Virginia",https://www.capitalonecareers.com/job/mclean/lead-software-engineer-full-stack/1732/85703273296
"Senior Software Engineer, Full Stack (React, Python, AWS)",Capital One,80.35,🚀 STRONG MATCH - Highly recommended,"$158,600 - $181,000 (McLean, VA)","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-software-engineer-full-stack-react-python-aws/1732/86516337152
"Senior Software Engineer, Full Stack (React, Python, AWS)",Capital One,80.35,🚀 STRONG MATCH - Highly recommended,"$144,200 - $164,600 (for Richmond, VA)","McLean, Virginia; Richmond, Virginia",https://www.capitalonecareers.com/job/mclean/senior-software-engineer-full-stack-react-python-aws/1732/85930994304
"Senior Software Engineer, Back End (Go, Java)",Capital One,80.34,🚀 STRONG MATCH - Highly recommended,,"McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-software-engineer-back-end-go-java/1732/85776963984
"Senior Software Engineer, Back End",Capital One,80.34,🚀 STRONG MATCH - Highly recommended,"$144,200 - $164,600 (for Richmond, VA)","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-software-engineer-back-end/1732/85420661552
Senior Lead Software Engineering,Capital One,80.33,🚀 STRONG MATCH - Highly recommended,,"Bengaluru, India",https://www.capitalonecareers.com/job/bengaluru/senior-lead-software-engineering/1732/84767071264
Lead Software Engineer (SRE/DevOps),Capital One,80.32,🚀 STRONG MATCH - Highly recommended,,"McLean, Virginia",https://www.capitalonecareers.com/job/mclean/lead-software-engineer-sre-devops/1732/85173243360
"Manager, Data Analysis",Capital One,80.32,🚀 STRONG MATCH - Highly recommended,"$144,000 - $164,400 (for Richmond, VA)","McLean, Virginia / Richmond, Virginia",https://www.capitalonecareers.com/job/mclean/manager-data-analysis/1732/84767065552
Sr. Distinguished Engineer - SDUI (Remote Eligible),Capital One,80.32,🚀 STRONG MATCH - Highly recommended,"$308,700 - $352,300","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/sr-distinguished-engineer-sdui-remote-eligible/1732/86526007056
"Lead Software Engineer, Back End (Enterprise Platforms Technology)",Capital One,80.31,🚀 STRONG MATCH - Highly recommended,"$175,800 - $200,700 (for Plano, TX and Richmond, VA locations)","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/lead-software-engineer-back-end-enterprise-platforms-technology/1732/85236447264
Sr Lead Software Engineer,Capital One,80.3,🚀 STRONG MATCH - Highly recommended,,"Chicago, Illinois",https://www.capitalonecareers.com/job/chicago/sr-lead-software-engineer/1732/84767072048
"Senior Software Engineer, Back End",Capital One,80.28,🚀 STRONG MATCH - Highly recommended,"$144,200 - $164,600","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-software-engineer-back-end/1732/86142781744
Sr Lead Software Engineer,Capital One,80.28,🚀 STRONG MATCH - Highly recommended,,"Chicago, Illinois",https://www.capitalonecareers.com/job/chicago/sr-lead-software-engineer/1732/85200794256
"Senior Software Engineer, Back End",Capital One,80.28,🚀 STRONG MATCH - Highly recommended,"$144,200 - $164,600","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-software-engineer-back-end/1732/85813784880
Principal Associate- Fullstack Engineering,Capital One,80.27,🚀 STRONG MATCH - Highly recommended,,"Bengaluru, India",https://www.capitalonecareers.com/job/bengaluru/principal-associate-fullstack-engineering/1732/81169014208
Sr.Lead Software Engineer,Capital One,80.27,🚀 STRONG MATCH - Highly recommended,,"Bengaluru, India",https://www.capitalonecareers.com/job/bengaluru/sr-lead-software-engineer/1732/86507403472
"Senior Software Engineer, Back End (Enterprise Platforms Technology)",Capital One,80.27,🚀 STRONG MATCH - Highly recommended,"$144,200 - $164,600 (for Richmond, VA)","McLean, Virginia | Richmond, Virginia",https://www.capitalonecareers.com/job/mclean/senior-software-engineer-back-end-enterprise-platforms-technology/1732/85315425248
"Senior Software Engineer, Back End",Capital One,80.26,🚀 STRONG MATCH - Highly recommended,"$144,200 - $164,600 (for Richmond, VA)","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-software-engineer-back-end/1732/86189311120
"Senior Software Engineer, Back End",Capital One,80.26,🚀 STRONG MATCH - Highly recommended,"$144,200 - $164,600","Richmond, Virginia",https://www.capitalonecareers.com/job/richmond/senior-software-engineer-back-end/1732/86468804736
"Senior Software Engineer, Back End (Enterprise Platform Technology)",Capital One,80.25,🚀 STRONG MATCH - Highly recommended,,"Richmond, Virginia",https://www.capitalonecareers.com/job/richmond/senior-software-engineer-back-end-enterprise-platform-technology/1732/85564140720
"Manager, Data Analysis",Capital One,80.24,🚀 STRONG MATCH - Highly recommended,"$144,000 - $164,400","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/manager-data-analysis/1732/84767057520
"Senior Software Engineer, Backend (Python, Lua, AWS)",Capital One,80.23,🚀 STRONG MATCH - Highly recommended,,"Richmond, Virginia",https://www.capitalonecareers.com/job/richmond/senior-software-engineer-backend-python-lua-aws/1732/86554191712
"Lead Software Engineer, Full Stack",Capital One,80.23,🚀 STRONG MATCH - Highly recommended,"$175,800 - $200,700 (for Richmond, VA location)","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/lead-software-engineer-full-stack/1732/85280099216
"Senior Software Engineer, Back End (Python, Java)",Capital One,80.23,🚀 STRONG MATCH - Highly recommended,"$144,200 - $164,600 (for Richmond, VA)","McLean, Virginia; Richmond, Virginia",https://www.capitalonecareers.com/job/mclean/senior-software-engineer-back-end-python-java/1732/86254365680
"Senior Manager, Data Science - LLM Customization Team",Capital One,80.22,🚀 STRONG MATCH - Highly recommended,,"New York, New York",https://www.capitalonecareers.com/job/new-york/senior-manager-data-science-llm-customization-team/1732/84767015328
"Sr. Associate, Product Management, Card Data",Capital One,80.22,🚀 STRONG MATCH - Highly recommended,"$99,100 - $113,100","McLean, Virginia | Richmond, Virginia",https://www.capitalonecareers.com/job/mclean/sr-associate-product-management-card-data/1732/84767071600
Lead Full Stack Engineer (Java/Go/AWS),Capital One,80.2,🚀 STRONG MATCH - Highly recommended,,"McLean, Virginia",https://www.capitalonecareers.com/job/mclean/lead-full-stack-engineer-java-go-aws/1732/85412637936
"Senior Software Engineer, Back End",Capital One,80.2,🚀 STRONG MATCH - Highly recommended,"$144,200 - $164,600","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-software-engineer-back-end/1732/85187358624
"Lead Software Engineer, DevOps (Bank Tech)",Capital One,80.2,🚀 STRONG MATCH - Highly recommended,,"Wilmington, Delaware",https://www.capitalonecareers.com/job/wilmington/lead-software-engineer-devops-bank-tech/1732/85778205008
"Senior Manager, Data Engineering (AWS, Gen AI, Innovation Management)",Capital One,80.19,🚀 STRONG MATCH - Highly recommended,"$204,900 - $233,800 (for Chicago, IL)","Chicago, Illinois",https://www.capitalonecareers.com/job/chicago/senior-manager-data-engineering-aws-gen-ai-innovation-management/1732/86263938608
"Lead Software Engineer (Profile, PSL, MUMPS) (Remote)",Capital One,80.19,🚀 STRONG MATCH - Highly recommended,"$193,400 - $220,700","McLean, Virginia | Remote",https://www.capitalonecareers.com/job/mclean/lead-software-engineer-profile-psl-mumps-remote/1732/84767069264
"Manager, Solution Architecture (Data Architecture)",Capital One,80.19,🚀 STRONG MATCH - Highly recommended,"$193,400 - $220,700 (McLean, VA)","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/manager-solution-architecture-data-architecture/1732/86080067936
"Lead Software Engineer, Site Reliability",Capital One,80.19,🚀 STRONG MATCH - Highly recommended,"$175,800 - $200,700 (Chicago, IL); $193,400 - $220,700 (McLean, VA)","Riverwoods, Illinois, McLean, Virginia, Chicago, Illinois",https://www.capitalonecareers.com/job/riverwoods/lead-software-engineer-site-reliability/1732/85913557504
"Lead Software Engineer(AWS, Python)",Capital One,80.16,🚀 STRONG MATCH - Highly recommended,"$193,400 - $220,700","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/lead-software-engineer-aws-python/1732/85182606320
"Senior Lead Software Engineer, Distributed Systems (Go, Java, Kubernetes, AWS)",Capital One,80.15,🚀 STRONG MATCH - Highly recommended,"$204,900 - $233,800","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-lead-software-engineer-distributed-systems-go-java-kubernetes-aws/1732/84767015792
"Lead Software Engineer, Back End (Enterprise Platforms Technology)",Capital One,80.14,🚀 STRONG MATCH - Highly recommended,,"McLean, Virginia",https://www.capitalonecareers.com/job/mclean/lead-software-engineer-back-end-enterprise-platforms-technology/1732/85776964176
Senior Software Engineer,Capital One,80.14,🚀 STRONG MATCH - Highly recommended,,"Richmond, Virginia",https://www.capitalonecareers.com/job/richmond/senior-software-engineer/1732/85457685632
Sr. Manager Software Engineer,Capital One,80.14,🚀 STRONG MATCH - Highly recommended,"$225,400 - $257,200 (for McLean, VA)","Chicago, Illinois / McLean, Virginia",https://www.capitalonecareers.com/job/chicago/sr-manager-software-engineer/1732/85930995728
Senior Lead- Machine Learning Engineer,Capital One India,80.13,🚀 STRONG MATCH - Highly recommended,,"Bengaluru, India",https://www.capitalonecareers.com/job/bengaluru/senior-lead-machine-learning-engineer/1732/85987375152
Data Analysis Manager- Enterprise Marketing and Messaging Analytics,Capital One,80.13,🚀 STRONG MATCH - Highly recommended,,"McLean, Virginia",https://www.capitalonecareers.com/job/mclean/data-analysis-manager-enterprise-marketing-and-messaging-analytics/1732/86555677616
Senior Lead Software Engineer,Capital One,80.13,🚀 STRONG MATCH - Highly recommended,"$204,900 - $233,800","McLean, Virginia",https://www.capitalonecareers.com/job/mclean/senior-lead-software-engineer/1732/84767010400
